CS_angle,F_alt,rate_HC,P_angle,Windspeed,Airspeed,Engine_thrust,Attack_angle,P_rate,Roll_rate,Yaw_rate
1.0116,8.627,95.1759,0.783541,79.86,197,8.937,1.7,11.3,-23,-13.6
1.0119,10.223,128.0277,-0.420336,39.03,110,9.417,1.7,5.8,-12.5,-11.3
1.0141,8.785,86.4351,0.727579,71.21,45,10.044,1.7,-20.9,-10.5,16.2
1.0206,11.128,-44.3866,0.074918,78.1,137,10.697,1.7,44.5,-7.9,-28.6
1.0244,9.884,8.4178,0.464822,54.5,163,9.302,1.7,25.7,16.8,-17
1.0271,10.664,10.7303,0.721914,46.98,153,9.404,1.7,9.1,-20.9,-14.5
1.0335,9.179,108.2674,-0.523057,74.67,93,8.432,1.7,-17,15.2,-8.2
1.034,8.501,83.9989,0.60759,51.81,116,9.854,1.7,-28.8,-24.7,13.3
1.0391,9.051,122.2105,0.217448,79.97,99,7.035,1.7,24.2,3.8,20.7
1.0425,10.829,60.5837,0.141531,50.68,67,10.586,1.7,11,-20.3,24.8
1.0464,8.955,59.2568,0.041833,40.59,111,7.811,1.7,-18.3,15.7,28.2
1.0514,11.308,-43.8302,0.107812,71,62,8.002,1.7,26.3,-7.6,-21
1.056,9.467,48.0483,0.238211,59.16,197,7.311,1.7,-24.8,-19.3,-12.8
1.059,9.619,-29.1404,0.638108,55.72,157,8.763,1.8,7.8,-22.4,-25.6
1.0653,10.733,-55.5593,0.769654,59.09,102,7.329,1.8,9.2,-23.5,-0.1
1.0653,9.08,18.9961,-0.015273,79.95,104,8.077,1.8,-7.9,5.3,26.7
1.0672,9.031,117.9442,0.498513,62.7,75,7.249,1.8,40.3,12.6,-25.5
1.0702,11.617,-65.6606,0.232574,36.82,51,7.548,1.8,-23.4,-11.4,-24.6
1.0755,10.998,-15.3174,0.379168,31.55,134,10.689,1.8,-0.3,-11.2,24.9
1.0824,9.954,110.9709,0.065285,70.4,118,7.364,1.8,5.6,-1.9,4.9
1.0859,11.955,146.5843,-0.249783,78.69,164,9.605,1.8,32.7,14.9,-16.2
1.0867,9.63,53.3135,-0.134087,79.65,195,7.743,1.8,36.9,13.2,-26
1.0877,10.096,121.3212,0.730949,63.44,136,8.811,1.8,41.4,21.6,19
1.0938,8.106,-102.1605,0.069639,42.86,130,10.629,1.8,36.9,19.3,3.6
1.0955,9.97,11.0553,-0.298559,42.43,86,7.301,1.8,3.6,-2.4,0.5
1.0976,10.124,90.9048,0.741631,33.03,116,9.509,1.8,-19.1,11.9,-19.1
1.1026,9.992,-98.577,0.336857,40.98,185,7.887,1.8,23.6,7.9,-5.5
1.1042,11.86,47.2774,0.276811,51.88,188,10.876,1.8,43.3,20.9,21.1
1.1106,11.768,-86.5386,0.025511,71.01,197,10.084,1.8,36.3,24,0.6
1.114,11.679,22.0637,0.045953,44.53,41,7.488,1.8,25.7,-7.7,26.8
1.1162,10.388,124.5602,0.584771,61.14,97,9.684,1.8,1.9,10.9,16.4
1.1174,10.01,-75.0532,0.164083,37.54,106,7.223,1.8,-26.3,7.3,19.2
1.1174,11.837,-55.0755,0.031709,39.69,182,8.264,1.9,-11.2,7.9,-14.2
1.121,10.288,-5.0226,-0.012337,45.49,194,9.213,1.9,37.4,3.2,2.3
1.1227,11.726,37.4173,-0.203056,71.52,130,10.803,1.9,34.4,4.4,13.3
1.123,8.732,39.137,-0.127753,37.34,123,7.394,1.9,-28.9,-20.8,-26.4
1.1233,11.414,20.1596,0.146315,60.04,108,10.395,1.9,37.1,23.5,14.3
1.1251,11.937,-97.772,0.602505,75.04,200,9.19,1.9,26.3,2.1,14.3
1.1312,10.812,-104.6073,-0.357618,72.82,182,9.766,1.9,-25,19.9,-0.9
1.1325,10.961,30.38,0.109823,34.38,187,9.933,1.9,5.5,15.7,-25
1.1389,11.128,26.4293,0.453123,70.88,94,9.085,1.9,32.9,13.4,-5.4
1.1457,10.822,112.006,-0.136663,62.57,119,8.053,1.9,9.3,20.6,-24.7
1.146,8.644,-56.5994,0.095665,67.6,119,8.684,1.9,9.7,17.3,28.1
1.1522,11.879,28.3932,0.369566,44.65,113,10.055,1.9,8.8,-10.3,-0.1
1.1588,11.195,-24.5242,-0.054019,79.62,105,8.116,1.9,-2.1,-10.3,-6.5
1.162,10.957,68.4107,0.198454,68.9,168,7.011,2,-2.7,-18.2,27.5
1.1656,9.072,83.3745,-0.482208,65.57,126,7.332,2,23.7,-18.4,-7.2
1.1707,8.016,-20.0673,-0.498364,35.75,132,8.005,2,12.5,16.9,-12.4
1.1741,9.183,35.3362,0.621722,39.18,190,7.946,2,-28.8,13.4,-0.1
1.1805,8.131,73.9157,0.122062,52.32,136,8.263,2,-7.5,-12.4,15.7
1.181,9.865,38.5215,-0.389684,76.66,144,10.306,2,-13.3,-9.2,21.2
1.1845,11.136,78.5444,0.567613,33.21,133,10.651,2,-0.7,-2.1,20
1.1899,9.666,109.8667,-0.059514,44.38,63,8.643,2,3.9,-1.9,19.8
1.1963,10.331,-35.3342,0.563823,54.49,148,10.698,2,-18.5,14.5,23.1
1.1981,10.759,111.9622,0.272149,79.71,109,10.023,2,3.9,6.5,-2
1.1994,11.399,-106.3786,-0.19257,79.38,43,8.114,2,28.1,22.1,28.4
1.2025,11.258,7.6404,0.776738,79.66,81,10.818,2,-17.6,-20,-27.6
1.2059,9.008,68.6538,0.47656,31.85,98,7.754,2,5.3,13.3,27.9
1.208,10.515,-41.2157,0.751279,32.25,81,8.506,2,-29.4,1.2,-2
1.2111,9.637,91.2396,0.734197,78.89,119,7.9,2.1,18.4,-9.8,-6.5
1.2114,9.853,-47.6641,0.667406,79.86,80,8.586,2.1,-5.3,-22.2,-11.3
1.215,10.919,-62.0999,-0.519617,30.55,68,8.368,2.1,1.3,3.8,-14.8
1.2204,9.902,18.1321,0.780029,40.17,87,7.355,2.1,35.3,-6.1,17.7
1.2204,8.78,-36.683,-0.242435,71.24,182,10.077,2.1,8.4,-24.3,1.3
1.2207,10.276,-87.8877,0.750422,62.46,177,8.625,2.1,-4.2,-22.6,-17.5
1.2232,11.474,92.6007,-0.394042,46.8,131,10.162,2.1,-23.4,17.4,29.2
1.2242,8.782,-76.3121,0.090638,35.62,166,7.502,2.1,2.4,24.2,9.5
1.2304,10.851,107.241,0.101778,72.47,143,7.481,2.1,-3.2,-12.4,28.7
1.2372,8.399,18.6877,-0.10969,50.17,133,7.695,2.1,34.8,-12.9,-3.9
1.2408,9.712,7.2323,0.575215,36.35,157,8.194,2.1,39.5,-3.9,11.9
1.2432,10.145,130.1932,0.37847,49.7,149,9.307,2.1,41.2,10.9,-23
1.2462,11.924,-70.3496,0.283995,74.93,49,8.76,2.1,23.6,-9.8,-19.8
1.2483,9.132,55.1705,0.217678,49.1,111,7.339,2.1,7.5,8.7,-5.2
1.2542,10.316,-49.8693,-0.115247,45.91,66,8.696,2.1,34.1,19.9,26.2
1.2592,9.772,58.522,0.42679,41.39,43,7.201,2.1,-19.1,-14.8,2.3
1.2617,10.154,-26.2661,0.108872,51.87,109,8.959,2.1,24.3,6.2,12.1
1.2678,10.192,136.1321,0.298429,38.29,118,8.973,2.1,-11.4,0.7,-17.7
1.2735,8.055,148.3766,-0.01571,33.77,59,8.888,2.2,-21,20.2,-8.7
1.2765,10.074,141.6702,0.654908,62.3,177,9.118,2.2,-22,-9.8,20.8
1.282,8.928,139.0814,-0.063595,35.78,65,8.154,2.2,20.8,14.3,13.8
1.2868,11.828,-105.0657,-0.356356,72.78,118,10.806,2.2,-19.6,5.1,27.8
1.2936,11.225,-85.0288,-0.368848,49.44,56,8.34,2.2,3.5,-1.2,-18.4
1.2956,8.884,101.1563,-0.460935,36.41,187,8.485,2.2,-10.2,-1.6,17.6
1.2957,11.575,53.349,0.002079,61.19,72,7.86,2.2,-8.6,22.1,22.2
1.2995,11.107,21.9811,0.206362,69.12,148,9.867,2.2,14.1,9,7.4
1.3023,9.732,-38.2867,-0.204684,32.55,51,7.815,2.2,27.9,-23.8,-24.8
1.3063,9.138,-26.5914,0.685998,40.46,106,9.489,2.2,35.1,-0.5,-9.8
1.3073,11.165,112.3453,-0.220874,32.5,125,8.522,2.2,35.4,5.5,1.3
1.3081,9.322,-7.4392,0.261079,74.44,123,8.234,2.2,7.6,-11.8,-17.4
1.3147,9.093,-50.4201,0.059554,40.63,107,8.167,2.2,-16.1,-6.9,12
1.3179,11.265,124.4501,-0.061628,34.59,186,10.746,2.2,45,-13.5,-23
1.3192,8.902,6.667,0.263503,32.77,134,9.389,2.2,28.6,6.1,22
1.3194,9.693,-25.6625,0.276829,73.38,177,9.447,2.2,18.8,-4.7,19.8
1.3227,8.848,-65.8439,-0.376451,79.67,192,7.345,2.3,42.5,-10.1,-13.6
1.3276,11.546,22.8924,-0.473141,42.38,137,7.438,2.3,-3.7,-19.6,11.4
1.3285,9.604,101.3892,0.691848,75.3,97,7.484,2.3,12.1,-6.3,14.4
1.3317,10.543,-27.5352,0.091931,55.71,40,8.264,2.3,12.6,10.9,-23.3
1.3354,11.495,1.4138,0.52228,67.61,49,8.135,2.3,26.9,16.2,-21.6
1.3355,8.142,-83.0036,0.407007,58.44,149,7.33,2.3,-27.9,-5.6,-12
1.3366,10.664,41.9999,0.765997,30.94,190,10.509,2.3,21.1,-12.1,0.5
1.3375,11.94,116.7583,-0.264792,41.76,185,7.629,2.3,35.3,-5.1,-2.9
1.3378,10.594,26.9445,-0.131294,39.08,132,8.341,2.3,18.5,4.3,4.3
1.3393,8.803,105.8167,0.784301,40.74,130,8.284,2.3,-24.3,17.1,-25.5
1.3393,10.045,-43.2224,-0.357119,37.74,124,8.669,2.3,-8.9,9.7,-27.5
1.3448,10.786,78.8312,-0.392988,43.36,55,7.739,2.3,27.1,-20,-5.9
1.3489,9.481,-70.4617,-0.34137,67.82,171,9.266,2.3,-23.7,23.3,-0.8
1.355,9.015,34.8566,-0.213856,60.6,83,10.005,2.3,0.8,-2.7,5.7
1.355,8.542,-92.079,-0.077446,65.57,147,9.861,2.4,18.5,23.8,16
1.3561,8.294,-97.694,-0.224114,47.83,189,9.44,2.4,-22.3,-12.1,29.8
1.3602,11.164,-80.9477,-0.056609,31.8,179,10.185,2.4,42.9,4.9,25.6
1.3626,9.146,37.4391,0.402296,74.54,112,8.831,2.4,-19.5,-13.5,3
1.3664,11.604,15.9282,-0.046518,74.52,135,7.765,2.4,30.2,1.6,1.5
1.3691,8.459,88.6199,-0.122351,68.94,83,7.232,2.4,11.5,-15.1,-1.2
1.3758,10.068,98.5037,0.517337,50.84,94,8.201,2.4,-13,17.8,-5.7
1.3769,9.365,-87.3887,-0.159573,60.57,57,8.703,2.4,8.6,8.6,-9.4
1.3835,10.755,-38.3852,0.768744,33.43,80,10.741,2.4,5.6,4.7,24.3
1.3879,8.145,145.4223,-0.273112,43.36,157,7.74,2.4,-17,-18,19.5
1.3879,9.94,27.0533,0.02074,73.05,99,10.681,2.4,-0.9,20.8,-5
1.3907,10.397,-90.0443,-0.30825,77.65,141,7.239,2.4,17.1,14.5,9.9
1.3928,11.096,145.3456,-0.45525,72.7,154,8.564,2.4,29.1,22.6,-26.2
1.3976,8.44,111.7843,0.075077,62.46,115,10.785,2.4,-21,1.1,23.8
1.3985,10.826,-74.7853,0.618165,75.66,114,9.084,2.4,37.9,-5.3,-1.8
1.3997,11.847,117.6189,0.474083,54.58,40,10.439,2.4,9.8,-24,7.8
1.4012,8.524,84.441,0.561456,45.1,150,7.637,2.4,-7.3,-18.5,20.3
1.4073,11.898,-17.7637,-0.021232,45.6,95,10.22,2.4,-6,-6.3,29.1
1.4142,8.594,6.6421,0.171842,56.63,86,10.31,2.4,26.9,-2.9,-25.8
1.4207,10.557,101.4634,-0.408414,51.09,65,8.147,2.4,-6.6,8.2,-1.1
1.4245,10.069,-9.1491,0.49344,38.86,110,8.309,2.4,-9.7,-18.8,-19.2
1.4291,11.212,100.5086,0.50378,40.94,126,10.401,2.5,-29.7,-2.2,20
1.4361,9.746,133.6014,0.162343,35.67,99,7.901,2.5,-28.7,-16,-20.2
1.4374,10.795,-35.9851,0.460629,45.69,52,10.074,2.5,-1.9,21.7,6.3
1.4419,11.713,84.7841,-0.315416,33.84,190,8.34,2.5,-26.4,23,11.5
1.4435,9.19,-44.8394,0.001508,59.37,188,7.555,2.5,2.2,7.8,-8.1
1.4465,8.688,48.512,-0.035224,75.71,90,7.384,2.5,42.6,-7.3,2.1
1.4535,9.982,93.7278,0.657957,48.44,63,8.724,2.5,6.8,5.5,13.8
1.4557,10.398,111.8877,0.46237,73.6,101,7.015,2.5,13.4,7.7,-23.1
1.4557,11.602,19.4825,0.367423,51.19,58,10.146,2.5,-5.6,8.5,-29.3
1.4564,10.266,-54.3366,0.450914,76.53,82,10.795,2.5,36.2,-13,19.1
1.4626,10.862,67.602,0.397737,63.36,85,9.901,2.5,14.9,-15.3,-9.8
1.4653,9.665,36.8101,0.14267,61.4,158,8.264,2.5,28.4,3,10.6
1.4672,10.991,120.7957,0.612605,67.87,57,7.792,2.5,-28.4,0,12.4
1.4739,9.109,76.5356,-0.079088,52.2,99,7.802,2.5,-7.2,5,-25.6
1.4807,10.372,-91.2319,-0.067186,48.28,173,8.433,2.5,26.6,-4.8,-18.8
1.4866,8.72,-82.4205,0.622621,58.78,75,7.561,2.5,27.2,-24.2,19.3
1.4931,9.003,81.9551,-0.136578,50.26,157,8.426,2.5,-11.4,10.2,-8.9
1.4941,11.753,84.2005,-0.171522,45.43,123,8.778,2.5,-23.3,10.7,-21.7
1.4945,8.485,48.0893,-0.127125,58.92,200,8.697,2.5,-3.6,-2.5,3.2
1.4973,11.549,52.8312,0.627762,48.47,48,9.47,2.5,39.9,6.4,-20.5
1.5029,11.144,2.5522,0.467912,69.34,163,10.092,2.5,22.4,-5.2,24.9
1.5084,11.821,-31.3414,-0.45485,73.56,49,8.009,2.5,10.5,-23.7,0
1.5092,9.183,-76.9551,-0.270873,39.84,170,7.225,2.5,-21.3,24.8,17.4
1.5158,9.434,26.474,0.582386,49.53,108,10.722,2.5,4.1,-2.4,-16.9
1.5206,11.482,-22.145,-0.102129,79.36,162,7.213,2.5,-29.9,10.7,-0.4
1.5267,9.647,51.3448,-0.047422,66.46,53,9.911,2.5,28.8,-5.7,14.4
1.5334,9.193,-4.4284,-0.403876,52.17,109,10.713,2.6,18.9,8.8,-14.8
1.538,9.492,109.5943,-0.114724,67.78,177,8.098,2.6,26.6,21.2,9.2
1.5391,11.851,-60.5429,0.403903,68.19,187,8.663,2.6,35.2,-20.4,-14.1
1.5427,9.485,-105.7096,-0.388981,55.78,110,7.569,2.6,-6.3,13.3,-1.1
1.5428,8.278,-87.0166,0.546276,53.8,159,7.138,2.6,-20.8,7.8,20
1.5481,8.385,147.6433,0.28504,46.48,132,10.906,2.6,9.2,11.7,4.3
1.5506,8.014,-77.4161,0.135027,73.83,51,7.176,2.6,19.8,12.1,-25.8
1.5508,11.865,33.2399,0.094497,70.85,195,10.469,2.6,28.9,-12,19.3
1.5575,10.45,-7.6586,0.485933,53.03,172,10.051,2.6,18.6,11.3,-8.2
1.5575,8.361,70.0726,-0.302424,71.02,192,9.421,2.6,2,-8.6,-21.9
1.5598,9.533,113.1819,-0.229753,30.57,200,7.155,2.6,9.5,5.2,-9.7
1.5615,8.006,-88.1561,0.690004,67.53,81,8.231,2.6,44,14.3,-29.6
1.5677,10.294,107.4806,0.418868,69.9,49,7.83,2.6,13.8,-4.6,-24.2
1.5694,9.613,-2.5497,0.767818,55.36,139,8.228,2.6,-26.1,-20.1,-28.7
1.5745,8.701,25.8584,0.728877,66.4,181,9.472,2.6,32.4,-6.1,-4
1.5794,11.39,129.6,-0.021139,35.58,54,9.206,2.6,-27.7,0.8,20.9
1.5825,10.816,101.1707,0.616191,59.34,117,7.994,2.7,37.8,2.1,9.4
1.5856,8.964,23.5467,-0.049789,48.85,195,9.077,2.7,-9.1,1.4,15.7
1.5875,11.409,28.1797,0.365871,32.61,159,7.149,2.7,-19.2,-12.1,-6.5
1.5929,8.756,-77.2719,0.555799,48.83,194,8.326,2.7,40.8,17.4,-15.3
1.5941,10.286,85.3764,0.517136,35.55,119,10.999,2.7,20.2,-18.9,-11.9
1.6003,9.905,90.6119,-0.178635,41.98,171,8.998,2.7,43.9,-9,-14.7
1.6038,9.101,-63.118,0.430285,57.11,132,10.101,2.7,3.5,-0.8,-5.1
1.605,11.013,-97.8416,-0.240944,76.25,85,8.324,2.7,43.9,-11.5,4.7
1.609,9.734,131.2063,-0.405562,45.05,91,10.711,2.7,0.6,14.3,2.2
1.6101,11.568,58.5985,0.209726,30.99,52,8.886,2.7,-24.3,-4.5,-13.7
1.6156,8.006,81.624,0.780494,43.1,88,7.617,2.7,26.8,-13.1,-5.5
1.6195,11.672,-34.4568,-0.202394,56.9,169,10.781,2.7,-9.6,23.2,-25.3
1.6207,11.702,103.0578,0.510216,67.17,53,8.939,2.7,-18.9,21.7,2.3
1.6236,10.84,24.2697,0.293026,42.32,151,10.33,2.7,38,3.3,-3.8
1.6286,9.033,-82.9409,0.522377,58.01,86,8.416,2.7,20.7,14.9,-25.7
1.6308,9.553,13.4476,0.414586,65.55,131,7.725,2.7,-26.3,10.6,-2.9
1.6351,8.916,61.5772,-0.110893,74.84,142,7.292,2.7,36.9,-10.9,-15.1
1.6371,9.043,4.2493,0.321476,69.49,172,8,2.7,2.3,10.7,12.8
1.639,9.577,102.4364,-0.287754,77.7,179,7.012,2.7,11.8,-9.2,-13.3
1.6444,9.003,-21.4409,0.629782,69.73,131,8.941,2.7,24.8,13.8,-4
1.6484,11.288,11.2698,-0.304677,41.46,82,7.099,2.7,31.2,-5.2,3.9
1.6519,10.142,-65.5033,0.568154,58.18,185,8.548,2.7,-11.8,6.2,-24.5
1.6566,10.242,-13.949,-0.304291,53.02,97,10.754,2.7,35.3,6.2,12.8
1.6636,10.911,-93.9274,0.77583,63.45,198,9.547,2.8,-3.4,-22.3,9.2
1.6667,9.764,-63.9362,-0.373059,60.9,68,8.124,2.8,-24.4,-10.4,21.8
1.6721,11.458,142.7075,-0.365855,76.54,129,10.707,2.8,14.1,-9.3,25.9
1.6782,8.031,131.6801,0.456322,38.43,137,10.498,2.8,4.2,-1.9,-4
1.6837,11.406,-97.1508,0.477236,59.15,49,10.044,2.8,-8.2,2.8,-29.9
1.6849,11.519,49.5632,-0.470114,62.43,175,7.965,2.8,-26.2,-22.6,8.1
1.6909,10.288,23.7175,-0.280499,41.66,128,7.2,2.8,-4.6,-22.3,29
1.6957,10.662,103.1907,-0.10891,51.96,123,7.551,2.8,9.1,2.3,-19.8
1.7002,10.524,-67.1697,0.430577,39.89,77,7.47,2.8,2,-2.7,13.5
1.7066,8.197,52.6572,0.557062,55.27,109,7.927,2.8,31.7,-5.7,-28
1.7107,8.894,-23.6157,0.609003,76.25,47,7.997,2.8,6.6,17.7,8.1
1.7111,9.759,136.7554,0.60473,68.88,146,10.588,2.8,23.9,-17.3,-15.2
1.7173,9.257,94.6659,0.328705,70.64,72,10.563,2.8,29.5,24.7,21.2
1.718,11.813,9.7497,0.292973,48.83,174,7.968,2.8,20.4,0.6,28.7
1.7245,10.004,-66.4005,0.541473,44.12,43,9.022,2.8,-7.5,15.1,-11.5
1.7304,9.957,86.1994,0.354745,40.76,134,8.591,2.8,-15.7,6.4,-7.1
1.7352,8.054,-63.4911,0.623898,66.57,142,7.704,2.8,-12.4,7.5,10.4
1.7374,9.672,12.8486,0.397994,30.5,47,8.98,2.9,39,13.2,24.6
1.7427,8.565,112.8005,0.043675,48.52,54,10.149,2.9,41.2,-23.3,-6.2
1.7439,9.267,-92.0671,-0.114932,55.04,40,9.385,2.9,37,19.7,-9.7
1.7508,9.702,121.394,0.762705,44.58,166,9.68,2.9,9.6,-14.6,-19
1.756,8.229,-19.3545,0.755718,52.29,100,7.767,2.9,7.4,24.8,-7.1
1.7597,10.197,117.058,-0.288005,46.5,74,10.332,2.9,-13.5,-20.8,25.8
1.762,11.081,21.4988,-0.171463,31.77,152,10.354,2.9,16.7,23.2,-6
1.7649,9.129,133.1568,-0.475246,65.08,92,9.586,2.9,0.4,-4.1,-11
1.7674,10.326,-11.4709,-0.104097,64.66,138,8.653,2.9,15,-15.1,-17.6
1.7674,10.424,121.9033,0.444211,48.17,118,8.832,2.9,-21.2,-25,-21.1
1.7728,11.75,-102.3468,-0.032004,68.38,108,10.064,2.9,0.5,2.2,-14.7
1.7771,10.666,7.677,0.076789,33.67,100,9.606,2.9,15.7,13,-1.4
1.7784,9.239,-66.0052,-0.083829,41.2,98,9.525,2.9,-24.8,-6.4,-15.2
1.7813,8.736,-12.5484,-0.43036,45.72,68,10.538,2.9,-27,8.3,0
1.7849,9.984,-73.2925,0.624101,75.72,168,10.481,2.9,5.4,9.1,26.2
1.7905,8.27,-52.6114,0.369658,59.18,84,7.114,2.9,-1.2,-7.8,9.4
1.7928,11.829,64.5073,0.356181,49.24,83,7.525,2.9,31.5,1.9,11.7
1.7947,11.194,98.9076,-0.348999,32.16,98,10.715,2.9,-16.7,20.1,-27.9
1.7974,9.493,-68.1955,-0.48514,70.53,165,8.007,3,23.9,4.5,-1.3
1.8042,8.742,5.8908,0.023439,46.03,153,8.007,3,38.6,-5.9,29
1.8094,10.844,117.3108,0.735555,71.86,164,10.145,3,14,-9.3,-3.2
1.811,8.832,130.8299,0.270711,59.04,44,8.655,3,-27.8,-1.4,-26.3
1.8158,10.01,92.3089,0.305007,55.38,154,7.105,3,8.3,10.8,24.8
1.8184,10.991,-35.0343,0.358195,40.69,48,7.366,3,-19.2,13.5,-16.3
1.8218,8.533,-31.5436,-0.326663,57.2,116,10.892,3,32.8,-11.2,-25.1
1.8258,9.982,-19.0714,0.290619,59.69,48,8.823,3,40.4,-13.5,8.1
1.8267,9.351,-74.778,0.455443,66.62,144,8.107,3,29.2,1.8,18
1.8296,8.396,-100.5959,0.491707,32.6,95,10.302,3,-16.8,-23.1,-10
1.8307,10.002,-32.5948,-0.141257,51.66,118,8.51,3,20.9,-18.1,16.1
1.8322,8.56,21.3069,0.612102,34.11,110,7.972,3,21.2,7.1,-23.9
1.8333,10.995,25.994,0.39007,76.73,95,7.727,3,44.2,0.8,11.1
1.8339,10.445,-50.1197,-0.016927,77.92,97,7.867,3.1,4.5,-10.6,11.9
1.8402,11.46,-72.4438,-0.116959,38.72,126,7.457,3.1,-0.7,-21.2,24.1
1.845,11.58,-81.9546,-0.364873,35.98,137,9.891,3.1,15.3,-10.8,-1.6
1.8512,10.305,138.0755,0.221306,77.7,182,9.741,3.1,-15.1,13.2,-27.7
1.857,10.443,30.4948,0.689519,74.99,89,8.19,3.1,15.8,-6.7,-4
1.8635,10.447,-54.9856,-0.275176,56.54,45,9.357,3.1,-10.1,-17.5,-7.7
1.8676,9.031,-9.653,0.332451,48.87,62,7.27,3.1,40.8,-15,-11.1
1.8733,11.617,8.838,0.645721,69.72,134,7.199,3.1,17.5,-22.7,-9.8
1.879,8.059,66.7813,0.33124,33.51,118,9.181,3.1,6,-4.7,29.5
1.8847,11.612,-91.8718,0.300995,30.45,59,7.651,3.1,33.1,3.3,11.5
1.8916,10.894,149.0264,0.003853,52.66,132,7.397,3.1,35.8,-3.9,-29.1
1.8927,10.98,0.0257,0.736266,72.04,108,9.407,3.1,41,11.7,5.3
1.8977,10.673,103.2194,0.018696,70.66,54,8.034,3.1,8.8,-21.9,-7.5
1.9033,9.353,129.7623,0.26102,55,94,7.451,3.1,30.8,-16.2,-19.3
1.9064,10.296,65.7124,0.636252,51.63,132,10.407,3.1,1.4,-11.7,17.3
1.9064,9.81,12.9074,0.072495,63.81,167,10.759,3.1,14.9,-24.9,-17.1
1.9074,9.84,129.3618,0.432085,60.99,153,9.171,3.1,4.3,6,8.6
1.9076,8.909,-77.4284,-0.241695,59.99,70,7.78,3.1,27,-23.2,1.3
1.9144,10.726,-63.1019,0.508187,51.66,59,8.566,3.2,36.5,19.9,20.3
1.9145,8.923,138.1472,0.75676,73.38,199,10.625,3.2,-16.6,-8.7,0
1.9185,9.995,88.559,-0.003988,34.1,72,9.325,3.2,35.4,6.6,14.1
1.925,9.595,12.755,0.153521,37.16,70,8.523,3.2,-12.6,-14.3,-22.7
1.9257,10.575,74.0588,0.483122,40.67,179,7.734,3.2,0,-15.7,5.6
1.9286,9.221,-102.2045,0.763406,54.11,190,8.693,3.2,-6.1,-23.7,-20.7
1.9341,8.284,128.141,0.336741,54.6,117,8.489,3.2,6.6,-4.4,10.5
1.9343,11.36,68.2401,0.543905,70.28,123,7.347,3.2,-16.9,16.6,23.4
1.9377,10.934,-94.582,-0.317521,61.86,40,9.244,3.2,16.2,10.9,19.7
1.9396,10.454,-14.616,-0.278976,43.45,126,9.167,3.2,15.4,23.4,-7.4
1.9454,9.685,53.9445,-0.395305,56.08,111,8.164,3.2,30.2,-17.5,2.9
1.9516,9.808,145.1691,0.488584,60.16,113,9.712,3.2,-29.7,-16.2,-7.7
1.9563,10.452,-41.6179,0.676644,58.82,53,10.087,3.2,33.7,12.2,-1.9
1.9585,9.107,-16.9721,0.601129,78.84,154,10.271,3.2,3.3,-0.7,-10.1
1.9637,11.45,-29.1977,0.675115,69.97,51,10.04,3.2,31,-5.9,-2.3
1.9676,8.703,-51.7982,-0.491209,66.34,147,9.502,3.2,41.3,21,-22
1.9705,9.258,97.6218,0.542446,79.61,45,8.363,3.2,22.3,4.3,24.7
1.9726,9.611,85.0461,-0.484318,55.16,105,10.26,3.2,-29.8,-4.8,26.4
1.9764,9.352,-20.2389,0.126622,41.16,79,10.377,3.3,20.5,15.3,-1.9
1.9818,11.324,70.9655,0.039516,77.15,53,10.743,3.3,-10.2,-21.5,17.4
1.9824,8.948,-44.3871,-0.069957,30.33,126,8.845,3.3,10.4,-19.1,24.3
1.9872,11.552,40.0965,-0.059182,64.61,40,7.651,3.3,44.9,24.5,12.3
1.9919,11.723,-88.1955,0.782237,41.28,98,9.013,3.3,19,10.1,-1
1.9965,8.333,32.0925,-0.514587,63.96,168,9.747,3.3,29.4,20.8,24.7
1.9966,11.08,64.4553,-0.366002,78.58,171,9.031,3.3,43.7,12,-22.3
2.003,11.325,147.6694,-0.128525,30.46,128,8.943,3.3,-6.7,14.6,-22.1
2.0099,11.524,-92.006,-0.391354,61.01,77,7.528,3.3,32.8,-15.1,15.2
2.0141,10.304,-5.0207,0.437859,62.69,123,7.074,3.3,-8,5.9,14.9
2.0202,10.67,123.8694,0.352683,37.11,180,8.211,3.3,-20.9,-2.3,27.9
2.0215,11.824,19.4753,0.144616,62.24,76,9.478,3.3,-28.2,-23.5,5.1
2.026,9.529,73.1181,-0.410252,76.76,55,10.132,3.3,9.6,12.2,0.2
2.0327,9.721,123.7432,0.072106,68.1,75,8.355,3.3,11.5,-15.5,4.3
2.0369,9.289,77.448,0.243321,73.44,168,7.68,3.3,9.1,-2.2,22.7
2.0415,10.968,-26.256,0.319196,71,147,9.324,3.3,-5.7,18.8,-20.2
2.0425,9.117,-61.6212,-0.351451,40.88,180,7.39,3.3,-6.5,-16.7,-19.9
2.0489,8.343,-51.8125,0.197957,79.59,108,8.693,3.3,28.3,17.9,-4.5
2.0512,9.026,94.0152,0.422129,51.59,166,7.822,3.3,2.3,9.7,3.8
2.0571,9.938,64.1562,0.100828,43.29,51,10.778,3.3,-25.4,-4.9,12.9
2.0605,10.173,-38.2977,-0.186426,47.87,160,8.389,3.3,-4.8,5,2.6
2.0639,8.494,-43.2894,-0.511431,43.95,159,8.325,3.3,-29.6,0.5,-18.1
2.0677,11.296,82.6133,0.03116,67.05,55,10.628,3.3,34.9,8.8,-9.1
2.074,8.62,-101.9555,0.261937,38.93,85,8.796,3.4,39.7,17.7,-1
